SUCCESS	0x00000000
CTX_CLOSE_PENDING	0xc00a0006
CTX_NO_OUTBUF	0xc00a0007
CTX_MODEM_INF_NOT_FOUND	0xc00a0008
CTX_INVALID_MODEMNAME	0xc00a0009
CTX_RESPONSE_ERROR	0xc00a000a
CTX_MODEM_RESPONSE_TIMEOUT	0xc00a000b
CTX_MODEM_RESPONSE_NO_CARRIER	0xc00a000c
CTX_MODEM_RESPONSE_NO_DIALTONE	0xc00a000d
CTX_MODEM_RESPONSE_BUSY	0xc00a000e
CTX_MODEM_RESPONSE_VOICE	0xc00a000f
CTX_TD_ERROR	0xc00a0010
CTX_LICENSE_CLIENT_INVALID	0xc00a0012
CTX_LICENSE_NOT_AVAILABLE	0xc00a0013
CTX_LICENSE_EXPIRED	0xc00a0014
CTX_WINSTATION_NOT_FOUND	0xc00a0015
CTX_WINSTATION_NAME_COLLISION	0xc00a0016
CTX_WINSTATION_BUSY	0xc00a0017
CTX_BAD_VIDEO_MODE	0xc00a0018
CTX_GRAPHICS_INVALID	0xc00a0022
CTX_NOT_CONSOLE	0xc00a0024
CTX_CLIENT_QUERY_TIMEOUT	0xc00a0026
CTX_CONSOLE_DISCONNECT	0xc00a0027
CTX_CONSOLE_CONNECT	0xc00a0028
CTX_SHADOW_DENIED	0xc00a002a
CTX_WINSTATION_ACCESS_DENIED	0xc00a002b
CTX_INVALID_WD	0xc00a002e
CTX_WD_NOT_FOUND	0xc00a002f
CTX_SHADOW_INVALID	0xc00a0030
CTX_SHADOW_DISABLED	0xc00a0031
RDP_PROTOCOL_ERROR	0xc00a0032
CTX_CLIENT_LICENSE_NOT_SET	0xc00a0033
CTX_CLIENT_LICENSE_IN_USE	0xc00a0034
CTX_SHADOW_ENDED_BY_MODE_CHANGE	0xc00a0035
CTX_SHADOW_NOT_RUNNING	0xc00a0036
CTX_LOGON_DISABLED	0xc00a0037
CTX_SECURITY_LAYER_ERROR	0xc00a0038
TS_INCOMPATIBLE_SESSIONS	0xc00a0039
MUI_FILE_NOT_FOUND	0xc00b0001
MUI_INVALID_FILE	0xc00b0002
MUI_INVALID_RC_CONFIG	0xc00b0003
MUI_INVALID_LOCALE_NAME	0xc00b0004
MUI_INVALID_ULTIMATEFALLBACK_NAME	0xc00b0005
MUI_FILE_NOT_LOADED	0xc00b0006
RESOURCE_ENUM_USER_STOP	0xc00b0007
CLUSTER_INVALID_NODE	0xc0130001
CLUSTER_NODE_EXISTS	0xc0130002
CLUSTER_JOIN_IN_PROGRESS	0xc0130003
CLUSTER_NODE_NOT_FOUND	0xc0130004
CLUSTER_LOCAL_NODE_NOT_FOUND	0xc0130005
CLUSTER_NETWORK_EXISTS	0xc0130006
CLUSTER_NETWORK_NOT_FOUND	0xc0130007
CLUSTER_NETINTERFACE_EXISTS	0xc0130008
CLUSTER_NETINTERFACE_NOT_FOUND	0xc0130009
CLUSTER_INVALID_REQUEST	0xc013000a
CLUSTER_INVALID_NETWORK_PROVIDER	0xc013000b
CLUSTER_NODE_DOWN	0xc013000c
CLUSTER_NODE_UNREACHABLE	0xc013000d
CLUSTER_NODE_NOT_MEMBER	0xc013000e
CLUSTER_JOIN_NOT_IN_PROGRESS	0xc013000f
CLUSTER_INVALID_NETWORK	0xc0130010
CLUSTER_NO_NET_ADAPTERS	0xc0130011
CLUSTER_NODE_UP	0xc0130012
CLUSTER_NODE_PAUSED	0xc0130013
CLUSTER_NODE_NOT_PAUSED	0xc0130014
CLUSTER_NO_SECURITY_CONTEXT	0xc0130015
CLUSTER_NETWORK_NOT_INTERNAL	0xc0130016
CLUSTER_POISONED	0xc0130017
ACPI_INVALID_OPCODE	0xc0140001
ACPI_STACK_OVERFLOW	0xc0140002
ACPI_ASSERT_FAILED	0xc0140003
ACPI_INVALID_INDEX	0xc0140004
ACPI_INVALID_ARGUMENT	0xc0140005
ACPI_FATAL	0xc0140006
ACPI_INVALID_SUPERNAME	0xc0140007
ACPI_INVALID_ARGTYPE	0xc0140008
ACPI_INVALID_OBJTYPE	0xc0140009
ACPI_INVALID_TARGETTYPE	0xc014000a
ACPI_INCORRECT_ARGUMENT_COUNT	0xc014000b
ACPI_ADDRESS_NOT_MAPPED	0xc014000c
ACPI_INVALID_EVENTTYPE	0xc014000d
ACPI_HANDLER_COLLISION	0xc014000e
ACPI_INVALID_DATA	0xc014000f
ACPI_INVALID_REGION	0xc0140010
ACPI_INVALID_ACCESS_SIZE	0xc0140011
ACPI_ACQUIRE_GLOBAL_LOCK	0xc0140012
ACPI_ALREADY_INITIALIZED	0xc0140013
ACPI_NOT_INITIALIZED	0xc0140014
ACPI_INVALID_MUTEX_LEVEL	0xc0140015
ACPI_MUTEX_NOT_OWNED	0xc0140016
ACPI_MUTEX_NOT_OWNER	0xc0140017
ACPI_RS_ACCESS	0xc0140018
ACPI_INVALID_TABLE	0xc0140019
ACPI_REG_HANDLER_FAILED	0xc0140020
ACPI_POWER_REQUEST_FAILED	0xc0140021
SXS_SECTION_NOT_FOUND	0xc0150001
SXS_CANT_GEN_ACTCTX	0xc0150002
SXS_INVALID_ACTCTXDATA_FORMAT	0xc0150003
SXS_ASSEMBLY_NOT_FOUND	0xc0150004
SXS_MANIFEST_FORMAT_ERROR	0xc0150005
SXS_MANIFEST_PARSE_ERROR	0xc0150006
SXS_ACTIVATION_CONTEXT_DISABLED	0xc0150007
SXS_KEY_NOT_FOUND	0xc0150008
SXS_VERSION_CONFLICT	0xc0150009
SXS_WRONG_SECTION_TYPE	0xc015000a
SXS_THREAD_QUERIES_DISABLED	0xc015000b
SXS_ASSEMBLY_MISSING	0xc015000c
SXS_PROCESS_DEFAULT_ALREADY_SET	0xc015000e
SXS_EARLY_DEACTIVATION	0xc015000f
SXS_INVALID_DEACTIVATION	0xc0150010
SXS_MULTIPLE_DEACTIVATION	0xc0150011
SXS_SYSTEM_DEFAULT_ACTIVATION_CONTEXT_EMPTY	0xc0150012
SXS_PROCESS_TERMINATION_REQUESTED	0xc0150013
SXS_CORRUPT_ACTIVATION_STACK	0xc0150014
SXS_CORRUPTION	0xc0150015
SXS_INVALID_IDENTITY_ATTRIBUTE_VALUE	0xc0150016
SXS_INVALID_IDENTITY_ATTRIBUTE_NAME	0xc0150017
SXS_IDENTITY_DUPLICATE_ATTRIBUTE	0xc0150018
SXS_IDENTITY_PARSE_ERROR	0xc0150019
SXS_COMPONENT_STORE_CORRUPT	0xc015001a
SXS_FILE_HASH_MISMATCH	0xc015001b
SXS_MANIFEST_IDENTITY_SAME_BUT_CONTENTS_DIFFERENT	0xc015001c
SXS_IDENTITIES_DIFFERENT	0xc015001d
SXS_ASSEMBLY_IS_NOT_A_DEPLOYMENT	0xc015001e
SXS_FILE_NOT_PART_OF_ASSEMBLY	0xc015001f
ADVANCED_INSTALLER_FAILED	0xc0150020
XML_ENCODING_MISMATCH	0xc0150021
SXS_MANIFEST_TOO_BIG	0xc0150022
SXS_SETTING_NOT_REGISTERED	0xc0150023
SXS_TRANSACTION_CLOSURE_INCOMPLETE	0xc0150024
SMI_PRIMITIVE_INSTALLER_FAILED	0xc0150025
GENERIC_COMMAND_FAILED	0xc0150026
SXS_FILE_HASH_MISSING	0xc0150027
TRANSACTIONAL_CONFLICT	0xc0190001
INVALID_TRANSACTION	0xc0190002
TRANSACTION_NOT_ACTIVE	0xc0190003
TM_INITIALIZATION_FAILED	0xc0190004
RM_NOT_ACTIVE	0xc0190005
RM_METADATA_CORRUPT	0xc0190006
TRANSACTION_NOT_JOINED	0xc0190007
DIRECTORY_NOT_RM	0xc0190008
TRANSACTIONS_UNSUPPORTED_REMOTE	0xc019000a
LOG_RESIZE_INVALID_SIZE	0xc019000b
REMOTE_FILE_VERSION_MISMATCH	0xc019000c
CRM_PROTOCOL_ALREADY_EXISTS	0xc019000f
TRANSACTION_PROPAGATION_FAILED	0xc0190010
CRM_PROTOCOL_NOT_FOUND	0xc0190011
TRANSACTION_SUPERIOR_EXISTS	0xc0190012
TRANSACTION_REQUEST_NOT_VALID	0xc0190013
TRANSACTION_NOT_REQUESTED	0xc0190014
TRANSACTION_ALREADY_ABORTED	0xc0190015
TRANSACTION_ALREADY_COMMITTED	0xc0190016
TRANSACTION_INVALID_MARSHALL_BUFFER	0xc0190017
CURRENT_TRANSACTION_NOT_VALID	0xc0190018
LOG_GROWTH_FAILED	0xc0190019
OBJECT_NO_LONGER_EXISTS	0xc0190021
STREAM_MINIVERSION_NOT_FOUND	0xc0190022
STREAM_MINIVERSION_NOT_VALID	0xc0190023
MINIVERSION_INACCESSIBLE_FROM_SPECIFIED_TRANSACTION	0xc0190024
CANT_OPEN_MINIVERSION_WITH_MODIFY_INTENT	0xc0190025
CANT_CREATE_MORE_STREAM_MINIVERSIONS	0xc0190026
HANDLE_NO_LONGER_VALID	0xc0190028
LOG_CORRUPTION_DETECTED	0xc0190030
RM_DISCONNECTED	0xc0190032
ENLISTMENT_NOT_SUPERIOR	0xc0190033
FILE_IDENTITY_NOT_PERSISTENT	0xc0190036
CANT_BREAK_TRANSACTIONAL_DEPENDENCY	0xc0190037
CANT_CROSS_RM_BOUNDARY	0xc0190038
TXF_DIR_NOT_EMPTY	0xc0190039
INDOUBT_TRANSACTIONS_EXIST	0xc019003a
TM_VOLATILE	0xc019003b
ROLLBACK_TIMER_EXPIRED	0xc019003c
TXF_ATTRIBUTE_CORRUPT	0xc019003d
EFS_NOT_ALLOWED_IN_TRANSACTION	0xc019003e
TRANSACTIONAL_OPEN_NOT_ALLOWED	0xc019003f
TRANSACTED_MAPPING_UNSUPPORTED_REMOTE	0xc0190040
TRANSACTION_REQUIRED_PROMOTION	0xc0190043
CANNOT_EXECUTE_FILE_IN_TRANSACTION	0xc0190044
TRANSACTIONS_NOT_FROZEN	0xc0190045
TRANSACTION_FREEZE_IN_PROGRESS	0xc0190046
NOT_SNAPSHOT_VOLUME	0xc0190047
NO_SAVEPOINT_WITH_OPEN_FILES	0xc0190048
SPARSE_NOT_ALLOWED_IN_TRANSACTION	0xc0190049
TM_IDENTITY_MISMATCH	0xc019004a
FLOATED_SECTION	0xc019004b
CANNOT_ACCEPT_TRANSACTED_WORK	0xc019004c
CANNOT_ABORT_TRANSACTIONS	0xc019004d
TRANSACTION_NOT_FOUND	0xc019004e
RESOURCEMANAGER_NOT_FOUND	0xc019004f
ENLISTMENT_NOT_FOUND	0xc0190050
TRANSACTIONMANAGER_NOT_FOUND	0xc0190051
TRANSACTIONMANAGER_NOT_ONLINE	0xc0190052
TRANSACTIONMANAGER_RECOVERY_NAME_COLLISION	0xc0190053
TRANSACTION_NOT_ROOT	0xc0190054
TRANSACTION_OBJECT_EXPIRED	0xc0190055
COMPRESSION_NOT_ALLOWED_IN_TRANSACTION	0xc0190056
TRANSACTION_RESPONSE_NOT_ENLISTED	0xc0190057
TRANSACTION_RECORD_TOO_LONG	0xc0190058
NO_LINK_TRACKING_IN_TRANSACTION	0xc0190059
OPERATION_NOT_SUPPORTED_IN_TRANSACTION	0xc019005a
TRANSACTION_INTEGRITY_VIOLATED	0xc019005b
EXPIRED_HANDLE	0xc0190060
TRANSACTION_NOT_ENLISTED	0xc0190061
LOG_SECTOR_INVALID	0xc01a0001
LOG_SECTOR_PARITY_INVALID	0xc01a0002
LOG_SECTOR_REMAPPED	0xc01a0003
LOG_BLOCK_INCOMPLETE	0xc01a0004
LOG_INVALID_RANGE	0xc01a0005
LOG_BLOCKS_EXHAUSTED	0xc01a0006
LOG_READ_CONTEXT_INVALID	0xc01a0007
LOG_RESTART_INVALID	0xc01a0008
LOG_BLOCK_VERSION	0xc01a0009
LOG_BLOCK_INVALID	0xc01a000a
LOG_READ_MODE_INVALID	0xc01a000b
LOG_METADATA_CORRUPT	0xc01a000d
LOG_METADATA_INVALID	0xc01a000e
LOG_METADATA_INCONSISTENT	0xc01a000f
LOG_RESERVATION_INVALID	0xc01a0010
LOG_CANT_DELETE	0xc01a0011
LOG_CONTAINER_LIMIT_EXCEEDED	0xc01a0012
LOG_START_OF_LOG	0xc01a0013
LOG_POLICY_ALREADY_INSTALLED	0xc01a0014
LOG_POLICY_NOT_INSTALLED	0xc01a0015
LOG_POLICY_INVALID	0xc01a0016
LOG_POLICY_CONFLICT	0xc01a0017
LOG_PINNED_ARCHIVE_TAIL	0xc01a0018
LOG_RECORD_NONEXISTENT	0xc01a0019
LOG_RECORDS_RESERVED_INVALID	0xc01a001a
LOG_SPACE_RESERVED_INVALID	0xc01a001b
LOG_TAIL_INVALID	0xc01a001c
LOG_FULL	0xc01a001d
LOG_MULTIPLEXED	0xc01a001e
LOG_DEDICATED	0xc01a001f
LOG_ARCHIVE_NOT_IN_PROGRESS	0xc01a0020
LOG_ARCHIVE_IN_PROGRESS	0xc01a0021
LOG_EPHEMERAL	0xc01a0022
LOG_NOT_ENOUGH_CONTAINERS	0xc01a0023
LOG_CLIENT_ALREADY_REGISTERED	0xc01a0024
LOG_CLIENT_NOT_REGISTERED	0xc01a0025
LOG_FULL_HANDLER_IN_PROGRESS	0xc01a0026
LOG_CONTAINER_READ_FAILED	0xc01a0027
LOG_CONTAINER_WRITE_FAILED	0xc01a0028
LOG_CONTAINER_OPEN_FAILED	0xc01a0029
LOG_CONTAINER_STATE_INVALID	0xc01a002a
LOG_STATE_INVALID	0xc01a002b
LOG_PINNED	0xc01a002c
LOG_METADATA_FLUSH_FAILED	0xc01a002d
LOG_INCONSISTENT_SECURITY	0xc01a002e
LOG_APPENDED_FLUSH_FAILED	0xc01a002f
LOG_PINNED_RESERVATION	0xc01a0030
VIDEO_HUNG_DISPLAY_DRIVER_THREAD	0xc01b00ea
FLT_NO_HANDLER_DEFINED	0xc01c0001
FLT_CONTEXT_ALREADY_DEFINED	0xc01c0002
FLT_INVALID_ASYNCHRONOUS_REQUEST	0xc01c0003
FLT_DISALLOW_FAST_IO	0xc01c0004
FLT_INVALID_NAME_REQUEST	0xc01c0005
FLT_NOT_SAFE_TO_POST_OPERATION	0xc01c0006
FLT_NOT_INITIALIZED	0xc01c0007
FLT_FILTER_NOT_READY	0xc01c0008
FLT_POST_OPERATION_CLEANUP	0xc01c0009
FLT_INTERNAL_ERROR	0xc01c000a
FLT_DELETING_OBJECT	0xc01c000b
FLT_MUST_BE_NONPAGED_POOL	0xc01c000c
FLT_DUPLICATE_ENTRY	0xc01c000d
FLT_CBDQ_DISABLED	0xc01c000e
FLT_DO_NOT_ATTACH	0xc01c000f
FLT_DO_NOT_DETACH	0xc01c0010
FLT_INSTANCE_ALTITUDE_COLLISION	0xc01c0011
FLT_INSTANCE_NAME_COLLISION	0xc01c0012
FLT_FILTER_NOT_FOUND	0xc01c0013
FLT_VOLUME_NOT_FOUND	0xc01c0014
FLT_INSTANCE_NOT_FOUND	0xc01c0015
FLT_CONTEXT_ALLOCATION_NOT_FOUND	0xc01c0016
FLT_INVALID_CONTEXT_REGISTRATION	0xc01c0017
FLT_NAME_CACHE_MISS	0xc01c0018
FLT_NO_DEVICE_OBJECT	0xc01c0019
FLT_VOLUME_ALREADY_MOUNTED	0xc01c001a
FLT_ALREADY_ENLISTED	0xc01c001b
FLT_CONTEXT_ALREADY_LINKED	0xc01c001c
FLT_NO_WAITER_FOR_REPLY	0xc01c0020
MONITOR_NO_DESCRIPTOR	0xc01d0001
MONITOR_UNKNOWN_DESCRIPTOR_FORMAT	0xc01d0002
MONITOR_INVALID_DESCRIPTOR_CHECKSUM	0xc01d0003
MONITOR_INVALID_STANDARD_TIMING_BLOCK	0xc01d0004
MONITOR_WMI_DATABLOCK_REGISTRATION_FAILED	0xc01d0005
MONITOR_INVALID_SERIAL_NUMBER_MONDSC_BLOCK	0xc01d0006
MONITOR_INVALID_USER_FRIENDLY_MONDSC_BLOCK	0xc01d0007
MONITOR_NO_MORE_DESCRIPTOR_DATA	0xc01d0008
MONITOR_INVALID_DETAILED_TIMING_BLOCK	0xc01d0009
MONITOR_INVALID_MANUFACTURE_DATE	0xc01d000a
GRAPHICS_NOT_EXCLUSIVE_MODE_OWNER	0xc01e0000
GRAPHICS_INSUFFICIENT_DMA_BUFFER	0xc01e0001
GRAPHICS_INVALID_DISPLAY_ADAPTER	0xc01e0002
GRAPHICS_ADAPTER_WAS_RESET	0xc01e0003
GRAPHICS_INVALID_DRIVER_MODEL	0xc01e0004
GRAPHICS_PRESENT_MODE_CHANGED	0xc01e0005
GRAPHICS_PRESENT_OCCLUDED	0xc01e0006
GRAPHICS_PRESENT_DENIED	0xc01e0007
GRAPHICS_CANNOTCOLORCONVERT	0xc01e0008
GRAPHICS_PRESENT_REDIRECTION_DISABLED	0xc01e000b
GRAPHICS_PRESENT_UNOCCLUDED	0xc01e000c
GRAPHICS_NO_VIDEO_MEMORY	0xc01e0100
GRAPHICS_CANT_LOCK_MEMORY	0xc01e0101
GRAPHICS_ALLOCATION_BUSY	0xc01e0102
GRAPHICS_TOO_MANY_REFERENCES	0xc01e0103
GRAPHICS_TRY_AGAIN_LATER	0xc01e0104
GRAPHICS_TRY_AGAIN_NOW	0xc01e0105
GRAPHICS_ALLOCATION_INVALID	0xc01e0106
GRAPHICS_UNSWIZZLING_APERTURE_UNAVAILABLE	0xc01e0107
GRAPHICS_UNSWIZZLING_APERTURE_UNSUPPORTED	0xc01e0108
GRAPHICS_CANT_EVICT_PINNED_ALLOCATION	0xc01e0109
GRAPHICS_INVALID_ALLOCATION_USAGE	0xc01e0110
GRAPHICS_CANT_RENDER_LOCKED_ALLOCATION	0xc01e0111
GRAPHICS_ALLOCATION_CLOSED	0xc01e0112
GRAPHICS_INVALID_ALLOCATION_INSTANCE	0xc01e0113
GRAPHICS_INVALID_ALLOCATION_HANDLE	0xc01e0114
GRAPHICS_WRONG_ALLOCATION_DEVICE	0xc01e0115
GRAPHICS_ALLOCATION_CONTENT_LOST	0xc01e0116
GRAPHICS_GPU_EXCEPTION_ON_DEVICE	0xc01e0200
GRAPHICS_INVALID_VIDPN_TOPOLOGY	0xc01e0300
GRAPHICS_VIDPN_TOPOLOGY_NOT_SUPPORTED	0xc01e0301
GRAPHICS_VIDPN_TOPOLOGY_CURRENTLY_NOT_SUPPORTED	0xc01e0302
GRAPHICS_INVALID_VIDPN	0xc01e0303
GRAPHICS_INVALID_VIDEO_PRESENT_SOURCE	0xc01e0304
GRAPHICS_INVALID_VIDEO_PRESENT_TARGET	0xc01e0305
GRAPHICS_VIDPN_MODALITY_NOT_SUPPORTED	0xc01e0306
GRAPHICS_INVALID_VIDPN_SOURCEMODESET	0xc01e0308
GRAPHICS_INVALID_VIDPN_TARGETMODESET	0xc01e0309
GRAPHICS_INVALID_FREQUENCY	0xc01e030a
GRAPHICS_INVALID_ACTIVE_REGION	0xc01e030b
GRAPHICS_INVALID_TOTAL_REGION	0xc01e030c
GRAPHICS_INVALID_VIDEO_PRESENT_SOURCE_MODE	0xc01e0310
GRAPHICS_INVALID_VIDEO_PRESENT_TARGET_MODE	0xc01e0311
GRAPHICS_PINNED_MODE_MUST_REMAIN_IN_SET	0xc01e0312
GRAPHICS_PATH_ALREADY_IN_TOPOLOGY	0xc01e0313
GRAPHICS_MODE_ALREADY_IN_MODESET	0xc01e0314
GRAPHICS_INVALID_VIDEOPRESENTSOURCESET	0xc01e0315
GRAPHICS_INVALID_VIDEOPRESENTTARGETSET	0xc01e0316
GRAPHICS_SOURCE_ALREADY_IN_SET	0xc01e0317
GRAPHICS_TARGET_ALREADY_IN_SET	0xc01e0318
GRAPHICS_INVALID_VIDPN_PRESENT_PATH	0xc01e0319
GRAPHICS_NO_RECOMMENDED_VIDPN_TOPOLOGY	0xc01e031a
GRAPHICS_INVALID_MONITOR_FREQUENCYRANGESET	0xc01e031b
GRAPHICS_INVALID_MONITOR_FREQUENCYRANGE	0xc01e031c
GRAPHICS_FREQUENCYRANGE_NOT_IN_SET	0xc01e031d
GRAPHICS_FREQUENCYRANGE_ALREADY_IN_SET	0xc01e031f
GRAPHICS_STALE_MODESET	0xc01e0320
GRAPHICS_INVALID_MONITOR_SOURCEMODESET	0xc01e0321
GRAPHICS_INVALID_MONITOR_SOURCE_MODE	0xc01e0322
GRAPHICS_NO_RECOMMENDED_FUNCTIONAL_VIDPN	0xc01e0323
GRAPHICS_MODE_ID_MUST_BE_UNIQUE	0xc01e0324
GRAPHICS_EMPTY_ADAPTER_MONITOR_MODE_SUPPORT_INTERSECTION	0xc01e0325
GRAPHICS_VIDEO_PRESENT_TARGETS_LESS_THAN_SOURCES	0xc01e0326
GRAPHICS_PATH_NOT_IN_TOPOLOGY	0xc01e0327
GRAPHICS_ADAPTER_MUST_HAVE_AT_LEAST_ONE_SOURCE	0xc01e0328
GRAPHICS_ADAPTER_MUST_HAVE_AT_LEAST_ONE_TARGET	0xc01e0329
GRAPHICS_INVALID_MONITORDESCRIPTORSET	0xc01e032a
GRAPHICS_INVALID_MONITORDESCRIPTOR	0xc01e032b
GRAPHICS_MONITORDESCRIPTOR_NOT_IN_SET	0xc01e032c
GRAPHICS_MONITORDESCRIPTOR_ALREADY_IN_SET	0xc01e032d
GRAPHICS_MONITORDESCRIPTOR_ID_MUST_BE_UNIQUE	0xc01e032e
GRAPHICS_INVALID_VIDPN_TARGET_SUBSET_TYPE	0xc01e032f
GRAPHICS_RESOURCES_NOT_RELATED	0xc01e0330
GRAPHICS_SOURCE_ID_MUST_BE_UNIQUE	0xc01e0331
GRAPHICS_TARGET_ID_MUST_BE_UNIQUE	0xc01e0332
GRAPHICS_NO_AVAILABLE_VIDPN_TARGET	0xc01e0333
GRAPHICS_MONITOR_COULD_NOT_BE_ASSOCIATED_WITH_ADAPTER	0xc01e0334
GRAPHICS_NO_VIDPNMGR	0xc01e0335
GRAPHICS_NO_ACTIVE_VIDPN	0xc01e0336
GRAPHICS_STALE_VIDPN_TOPOLOGY	0xc01e0337
GRAPHICS_MONITOR_NOT_CONNECTED	0xc01e0338
GRAPHICS_SOURCE_NOT_IN_TOPOLOGY	0xc01e0339
GRAPHICS_INVALID_PRIMARYSURFACE_SIZE	0xc01e033a
GRAPHICS_INVALID_VISIBLEREGION_SIZE	0xc01e033b
GRAPHICS_INVALID_STRIDE	0xc01e033c
GRAPHICS_INVALID_PIXELFORMAT	0xc01e033d
GRAPHICS_INVALID_COLORBASIS	0xc01e033e
GRAPHICS_INVALID_PIXELVALUEACCESSMODE	0xc01e033f
GRAPHICS_TARGET_NOT_IN_TOPOLOGY	0xc01e0340
GRAPHICS_NO_DISPLAY_MODE_MANAGEMENT_SUPPORT	0xc01e0341
GRAPHICS_VIDPN_SOURCE_IN_USE	0xc01e0342
GRAPHICS_CANT_ACCESS_ACTIVE_VIDPN	0xc01e0343
GRAPHICS_INVALID_PATH_IMPORTANCE_ORDINAL	0xc01e0344
GRAPHICS_INVALID_PATH_CONTENT_GEOMETRY_TRANSFORMATION	0xc01e0345
GRAPHICS_PATH_CONTENT_GEOMETRY_TRANSFORMATION_NOT_SUPPORTED	0xc01e0346
GRAPHICS_INVALID_GAMMA_RAMP	0xc01e0347
GRAPHICS_GAMMA_RAMP_NOT_SUPPORTED	0xc01e0348
GRAPHICS_MULTISAMPLING_NOT_SUPPORTED	0xc01e0349
GRAPHICS_MODE_NOT_IN_MODESET	0xc01e034a
GRAPHICS_INVALID_VIDPN_TOPOLOGY_RECOMMENDATION_REASON	0xc01e034d
GRAPHICS_INVALID_PATH_CONTENT_TYPE	0xc01e034e
GRAPHICS_INVALID_COPYPROTECTION_TYPE	0xc01e034f
GRAPHICS_UNASSIGNED_MODESET_ALREADY_EXISTS	0xc01e0350
GRAPHICS_INVALID_SCANLINE_ORDERING	0xc01e0352
GRAPHICS_TOPOLOGY_CHANGES_NOT_ALLOWED	0xc01e0353
GRAPHICS_NO_AVAILABLE_IMPORTANCE_ORDINALS	0xc01e0354
GRAPHICS_INCOMPATIBLE_PRIVATE_FORMAT	0xc01e0355
GRAPHICS_INVALID_MODE_PRUNING_ALGORITHM	0xc01e0356
GRAPHICS_INVALID_MONITOR_CAPABILITY_ORIGIN	0xc01e0357
GRAPHICS_INVALID_MONITOR_FREQUENCYRANGE_CONSTRAINT	0xc01e0358
GRAPHICS_MAX_NUM_PATHS_REACHED	0xc01e0359
GRAPHICS_CANCEL_VIDPN_TOPOLOGY_AUGMENTATION	0xc01e035a
GRAPHICS_INVALID_CLIENT_TYPE	0xc01e035b
GRAPHICS_CLIENTVIDPN_NOT_SET	0xc01e035c
GRAPHICS_SPECIFIED_CHILD_ALREADY_CONNECTED	0xc01e0400
GRAPHICS_CHILD_DESCRIPTOR_NOT_SUPPORTED	0xc01e0401
GRAPHICS_NOT_A_LINKED_ADAPTER	0xc01e0430
GRAPHICS_LEADLINK_NOT_ENUMERATED	0xc01e0431
GRAPHICS_CHAINLINKS_NOT_ENUMERATED	0xc01e0432
GRAPHICS_ADAPTER_CHAIN_NOT_READY	0xc01e0433
GRAPHICS_CHAINLINKS_NOT_STARTED	0xc01e0434
GRAPHICS_CHAINLINKS_NOT_POWERED_ON	0xc01e0435
GRAPHICS_INCONSISTENT_DEVICE_LINK_STATE	0xc01e0436
GRAPHICS_NOT_POST_DEVICE_DRIVER	0xc01e0438
GRAPHICS_ADAPTER_ACCESS_NOT_EXCLUDED	0xc01e043b
GRAPHICS_OPM_NOT_SUPPORTED	0xc01e0500
GRAPHICS_COPP_NOT_SUPPORTED	0xc01e0501
GRAPHICS_UAB_NOT_SUPPORTED	0xc01e0502
GRAPHICS_OPM_INVALID_ENCRYPTED_PARAMETERS	0xc01e0503
GRAPHICS_OPM_PARAMETER_ARRAY_TOO_SMALL	0xc01e0504
GRAPHICS_OPM_NO_PROTECTED_OUTPUTS_EXIST	0xc01e0505
GRAPHICS_PVP_NO_DISPLAY_DEVICE_CORRESPONDS_TO_NAME	0xc01e0506
GRAPHICS_PVP_DISPLAY_DEVICE_NOT_ATTACHED_TO_DESKTOP	0xc01e0507
GRAPHICS_PVP_MIRRORING_DEVICES_NOT_SUPPORTED	0xc01e0508
GRAPHICS_OPM_INVALID_POINTER	0xc01e050a
GRAPHICS_OPM_INTERNAL_ERROR	0xc01e050b
GRAPHICS_OPM_INVALID_HANDLE	0xc01e050c
GRAPHICS_PVP_NO_MONITORS_CORRESPOND_TO_DISPLAY_DEVICE	0xc01e050d
GRAPHICS_PVP_INVALID_CERTIFICATE_LENGTH	0xc01e050e
GRAPHICS_OPM_SPANNING_MODE_ENABLED	0xc01e050f
GRAPHICS_OPM_THEATER_MODE_ENABLED	0xc01e0510
GRAPHICS_PVP_HFS_FAILED	0xc01e0511
GRAPHICS_OPM_INVALID_SRM	0xc01e0512
GRAPHICS_OPM_OUTPUT_DOES_NOT_SUPPORT_HDCP	0xc01e0513
GRAPHICS_OPM_OUTPUT_DOES_NOT_SUPPORT_ACP	0xc01e0514
GRAPHICS_OPM_OUTPUT_DOES_NOT_SUPPORT_CGMSA	0xc01e0515
GRAPHICS_OPM_HDCP_SRM_NEVER_SET	0xc01e0516
GRAPHICS_OPM_RESOLUTION_TOO_HIGH	0xc01e0517
GRAPHICS_OPM_ALL_HDCP_HARDWARE_ALREADY_IN_USE	0xc01e0518
GRAPHICS_OPM_PROTECTED_OUTPUT_NO_LONGER_EXISTS	0xc01e051a
GRAPHICS_OPM_SESSION_TYPE_CHANGE_IN_PROGRESS	0xc01e051b
GRAPHICS_OPM_PROTECTED_OUTPUT_DOES_NOT_HAVE_COPP_SEMANTICS	0xc01e051c
GRAPHICS_OPM_INVALID_INFORMATION_REQUEST	0xc01e051d
GRAPHICS_OPM_DRIVER_INTERNAL_ERROR	0xc01e051e
GRAPHICS_OPM_PROTECTED_OUTPUT_DOES_NOT_HAVE_OPM_SEMANTICS	0xc01e051f
GRAPHICS_OPM_SIGNALING_NOT_SUPPORTED	0xc01e0520
